dataset,sample_id,source,reference,summary,system_id,human_scores_consistency,human_scores_relevance,human_scores_fluency,human_scores_coherence,sample_index,original_index
dialsummeval,13681441,"| Joanna: They are sending emails about Lewandowska. | Merve: What happened? | Joanna: <file_photo>  | Merve: Wooow! | Joanna: She is hospitalized because she has measles. | Merve: She had what? | Joanna: Anyone who had contact with her within the last couple of days must get vaccinated. | Merve: Luckily I didn't see her since the last semester... | Joanna: I did, she is my thesis mentor :( | Merve: What will you do? | Joanna: They are organizing vaccinations in the main building from 17th until 19th. | Merve: You have to go! | Joanna: I know... And I just started working so I really don't have a lot of time. | Merve: Come on, this is really important. | Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day...",,Lewandowska is hospitalized with measles. She is Joanna's thesis mentor. They are organizing vaccinations in the main building from 17th until 19th. Joanna will try to get vaccinated before work on 18th.,K,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,11,178
dialsummeval,13829254,"| Ola: Hey running late | Ola: I should be free by 8 | Kurt: Sure no prob, call me",,Ola will be late. She should be free by 8. Kurt will call her.,F,4.0,4.0,4.666666666666667,4.666666666666667,12,1209
dialsummeval,13809909,| Liam: will pick you up at 8 | Liam: be ready | Kane: cool man | Liam: just don't get us late please,,Liam will pick Kane up at 8. Kane will be ready.,K,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,13,864
dialsummeval,13680521,"| Stefano: Hi, Josie! | Josie: Ciao, Stefano! | Stefano: So, what about Foucault's Pendulum? Do you like it? | Josie: It's... weird. Was it really written by an Italian guy? It's so... nerdy. | Stefano: Oh well, in a sense Eco was the king of nerds. And, you know, not all Italian books are about pizza, mafia and mandolino. :P | Josie: Yes, I know... I should try and read one of his novels in the original, but I'm not sure my level of Italian is adequate. | Stefano: The Name of the Rose is really difficult for a foreign speaker of Italian, you know. | Josie: And what about Foucault's Pendulum? | Stefano: Well, it's set in the 1980s, so the language is definitely more comprehensible. The content, however, is just as complicated as in the other novel. | Josie: Btw, I read Salman Rushdie's review of Pendulum, published in the 80s. | Stefano: Really? What did he say? | Josie: He hated it and said that it's not a novel, but rather a computer game. | Stefano: What? Rotfl! | Josie: That's what Salman said... | Stefano: Oh well, de gustipus non est disputandum... | Josie: De gustiBus! | Stefano: I know, it was a typo! | Josie: Disgusting pus! | Stefano: Hahaha. | Josie: Yuk! That's so creepy. | Stefano: You're the one who said it! | Josie: I know. ;)",,Stefano and Josie are discussing Eco's novels. Stefano likes The Name of the Rose and Foucault's Pendulum. Josie read Salman Rushdie's review of Pendulum in the 80s.,J,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,14,65
dialsummeval,13680521,"| Stefano: Hi, Josie! | Josie: Ciao, Stefano! | Stefano: So, what about Foucault's Pendulum? Do you like it? | Josie: It's... weird. Was it really written by an Italian guy? It's so... nerdy. | Stefano: Oh well, in a sense Eco was the king of nerds. And, you know, not all Italian books are about pizza, mafia and mandolino. :P | Josie: Yes, I know... I should try and read one of his novels in the original, but I'm not sure my level of Italian is adequate. | Stefano: The Name of the Rose is really difficult for a foreign speaker of Italian, you know. | Josie: And what about Foucault's Pendulum? | Stefano: Well, it's set in the 1980s, so the language is definitely more comprehensible. The content, however, is just as complicated as in the other novel. | Josie: Btw, I read Salman Rushdie's review of Pendulum, published in the 80s. | Stefano: Really? What did he say? | Josie: He hated it and said that it's not a novel, but rather a computer game. | Stefano: What? Rotfl! | Josie: That's what Salman said... | Stefano: Oh well, de gustipus non est disputandum... | Josie: De gustiBus! | Stefano: I know, it was a typo! | Josie: Disgusting pus! | Stefano: Hahaha. | Josie: Yuk! That's so creepy. | Stefano: You're the one who said it! | Josie: I know. ;)",,Josie doesn't like Eco's Foucault's Pendulum. She read Salman Rushdie's review of Pendulum and he hated it.,F,3.0,3.6666666666666665,4.333333333333333,3.6666666666666665,15,61
dialsummeval,13681482,| Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭 | Tommy: I am in Poland but can ring my wife and she will give you one | Tommy: Do you want me to? | Tommy: 67 glenoaks close | Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile> | Tommy: Put it in gps and start driving | Derek McCarthy: <emoticon_thumbup> | Tommy: She might be at work for next 15 min but will help you for sure | Derek McCarthy: Thanks a lot mate | Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm | Derek McCarthy: Thanks again!! What's your wife's name  again?? | Tommy: Paulina,,Tommy will lend Derek McCarthy an Android cable.,J,2.6666666666666665,3.3333333333333335,4.333333333333333,4.666666666666667,16,191
dialsummeval,13728528,"| Samantha: How are you doing today? | Robyn: better, but I really exaggerated with bier last night | Samantha: was it really only bier? | Robyn: sure, why? | Samantha: I don't know, your eyes, behaviour | Robyn: you want to say I took drugs? | Samantha: I'm only asking, I don't have anything against drugs | Robyn: but I have and I never take them | Samantha: ok, sorry, I didn't intend to offend you | Robyn: I just drank too much, that's eat | Samantha: much too much | Robyn: yes, I lost control a bit | Robyn: I am sorry for that | Samantha: important that you feel better today",,Robyn exaggerated her last night's alcohol intake. She didn't take drugs.,N,3.6666666666666665,3.3333333333333335,4.666666666666667,4.333333333333333,17,447
dialsummeval,13728954,| Adam: 10 minutes and I'm going in | Adam: Never been so afraid of any exam | Dave: Everything's gonna be fine man. | Dave: We all are nervous here but we believe in you and keep our fingers crossed. | Adam: Wish me luck | Dave: GOOD LUCK!,,adam is going to take an exam in ten minutes .,A,4.666666666666667,3.3333333333333335,4.666666666666667,4.666666666666667,18,476
dialsummeval,13819698,| Jane: Hey | Martin: Whats up | Maria: Hey | Jane: Anyone going to Value Village?  | Jane: I am getting halloween costumes with my sister | Jane: If anyone wants to join | Connor: I got mine today so thanks | Connor: At Value Village | Jane: I am going with u ok? priv msg | Jane: ok ok,,Connor got his Halloween costume at Value Village today. Jane is going there with her sister.,M,4.333333333333333,4.0,4.666666666666667,4.333333333333333,19,1034
dialsummeval,13829636,"| Gloria: <file_photo> | Gloria: I'm too poor for my lifestyle | Amanita: we all are, sweetie | Gloria: it's so frustrating! | Amanita: but I thought your salary is pretty decent | Gloria: yeah but bear in mind that my therapy is expensive | Amanita: maybe you need to cook more | Gloria: I cook | Gloria: I made sushi and tiger prawn korma | Amanita: those are expensive meals | Amanita: pancakes are super cheap | Amanita: soups, too | Gloria: maybe I should plan my meals better | Gloria: thanks for the tip",,gloria is frustrated with her financial situation . she will try to plan her meals better .,A,4.666666666666667,4.333333333333333,4.666666666666667,5.0,20,1232
dialsummeval,13680391,"| Kirsten: Youth group this Friday, don't be late. | Alex: What time? | Kirsten: 7 pm. We're going bowling, so we'll meet up and then all go together. | Alex: Cool. See you. | Kirsten: Bye",,Kirsten and Alex are going bowling this Friday at 7 pm.,M,3.0,3.3333333333333335,4.666666666666667,4.666666666666667,21,54
dialsummeval,13828403,"| Alan: <file_photo> | Alan: look what I just found :) | Robert: dude, that's just nasty and you know it :)  | Robert: it has no sugar, no taste, and additional cinnamon flavoring | Alan: yeah, I know - that's awesome :) | Robert: you sir have a very strange tastes :P | Alan: well, and I found a perfect company for it <file_photo> | Robert: oh, that's more like it! | Robert: but does the whiskey go well with the cinnamon? flavored whiskey is the worst...  | Alan: Actually it does taste surprisingly well. The cinnamon is not overpowering. If you put enough whiskey that is :) | Rob: Lol, thought so :) | Rob: I just wish the brought the old cherry flavor back... | Rob: not the useless no-sugar stuff | Alan: Ah, that is true :)",,"Alan: <file_photo> Alan: look what I just found :) Robert: dude, that's just nasty and you know it :)  Robert: it has no sugar, no taste, and additional cinnamon flavoring Alan: yeah, I know - that's awesome :) Robert: you sir have a very strange tastes :P Alan: well, and I found a perfect company for it <file_photo> Robert: oh, that's more like it! If you put enough whiskey that is :) Rob: Lol, thought so :) Rob: I just wish the brought the old cherry flavor back... flavored whiskey is the worst...  Alan: Actually it does taste surprisingly well.",B,4.333333333333333,4.333333333333333,3.6666666666666665,3.6666666666666665,22,1149
dialsummeval,13728290,"| Yaz: Hi babes, you off out Friday, I need to get my freak on! | Tania: Why the hell not, college work is really doing my head in with the deadlines! | Yaz: Seen Sophie lately, her and lover boy are looking well serious! | Tania: Yeah, saw her in the canteen a couple of days ago, she's thinking of breaking up before Uni. Cutting ties etc | Yaz: Well, maybe not so serious after all then! | Tania: Best to go there single, in my opinion! | Yaz: Yeah, not got much choice in the matter. Maybe I'll meet my dream woman there!😀 | Tania: Why the hell not?! I can't wait to get out of here and up to Manchester, only 4 months and a bit, now! | Yaz: Christ, that came around quick, just the little matter of A Levels and getting into Exeter to deal with. I need such high grades for my course, medicine is a cut-throat world. | Tania: Hope not! If anyone is suited to becoming a Dr love, it's you, I am positive of it! | Yaz: Hope you're right, babes! Anyway, pub Friday at 8ish? | Tania: Hell, yes! See you!",,"Yaz: Christ, that came around quick, just the little matter of A Levels and getting into Exeter to deal with. Tania: Yeah, saw her in the canteen a couple of days ago, she's thinking of breaking up before Uni. I can't wait to get out of here and up to Manchester, only 4 months and a bit, now!",B,4.0,3.6666666666666665,4.333333333333333,3.6666666666666665,23,407
dialsummeval,13863010,"| Louis: Gotta go, my mom's calling me | Fabian: Ok, see ya | Louis: See ya",,louis finishes the conversation with fabian because his mother is calling .,A,4.333333333333333,4.333333333333333,4.666666666666667,4.666666666666667,24,1330
dialsummeval,13809909,| Liam: will pick you up at 8 | Liam: be ready | Kane: cool man | Liam: just don't get us late please,,Liam will pick Kane up at 8.,F,4.666666666666667,4.0,4.666666666666667,4.666666666666667,25,859
dialsummeval,13728763,"| David: Hi victor how are you? | Victor: i am fine thanks, what about you? | David: very well thanks, i heard you have taken over Chris's company? is that true? | Victor: Yes he was under huge debt, but he is still working as Director | David: That is good, your running company at its old premises? | Victor: No i sold off the office and accommodated them in my office, you know there is a lot of free space. | David: yes i know. thats good to hear i was worried about Chris but really appreciate what you are doing. | Victor: he was not willing to get help so i thought to do it this way.. and he can own it back anytime he wants | David: God bless you | Victor: Thanks, hows your business? | David: its good but not too much work these days.. | Victor: yes market is very slow.. | David: yes expecting it to get better by the end of the year. | Victor: really? we can hope for the best | David: yes.",,Victor sold off the office the office and accommodated in the office .,D,2.0,3.3333333333333335,2.6666666666666665,2.6666666666666665,26,451
dialsummeval,13813888,"| Sean: Hey, I won't be able to take the car to the carwash | Sean: They want me to finish report first :( | Alice: shoot, but it's crazily dirty | Alice: Will we have tomorrow? | Sean: <file_gif> | Sean: We can leave a bit earlier or get it washed somewhere on the road | Alice: it might be  good idea, let's do it tomorrow then | Sean: great!",,"Sean won't be able to take the car to the carwash, because he has to finish his report first. Alice and Sean will go there tomorrow.",J,3.6666666666666665,3.6666666666666665,4.666666666666667,4.0,27,919
dialsummeval,13829254,"| Ola: Hey running late | Ola: I should be free by 8 | Kurt: Sure no prob, call me",,"Ola: Hey running late Ola: I should be free by 8 Kurt: Sure no prob, call me",C,5.0,5.0,4.333333333333333,4.0,28,1206
dialsummeval,13729407,"| Monica: How are you doing? | Gaia: I'm fine, mum. | Monica: All good at the university? | Gaia: A lot of work, but all good. | Monica: I guess you'll have a lot of exams this term | Gaia: 6 | Gaia: But only one is really hard",,Gaia has 6 exams this term. Only one of them is hard.,J,4.0,3.6666666666666665,4.333333333333333,4.333333333333333,29,569
dialsummeval,13611791,"| Elena: Happy birthday my dear! | Dorothea: Oh thank you darling! <3 | Elena: I wish you all the best and I hope all your dreams come trueee! | Dorothea: Haha thanks! | Elena: Are you going to celebrate today? | Dorothea: Yes, I'm gonna meet Tom and we're going to eat something in the town :) | Elena: Cool! So enjoy guys! And see you on your party on Saturday! :D | Dorothea: Thx! Love U :* and see you soon!",,Dorothea has birthday today. She's going to meet Tom and they're going to eat something in the town.,N,4.0,3.6666666666666665,3.6666666666666665,4.0,30,13
dialsummeval,13716485,"| Debbie: Help, I don't know which dress to buy! <file_photo> or <file_photo>? | Kelly: The red one! It's beautiful. | Denise: It is, but the green one will suit you better. | Kelly: Why? Debbie looks good in red. | Denise: She does, but in my opinion that dress would look better on someone taller. Deb needs a shorter one. | Kelly: Right, I haven't thought about it. | Debbie: So the green one? | Denise: Definitely! | Kelly: Yeah. But can you send me the link to the store? I'm considering buying the red one for myself :D | Debbie: LOL, okay. Here's the link: <file_other>",,Debbie needs to buy a red dress for her dress as a red one. She thinks the one she is the one in the one.,E,1.0,1.0,2.3333333333333335,2.3333333333333335,31,326
dialsummeval,13809909,| Liam: will pick you up at 8 | Liam: be ready | Kane: cool man | Liam: just don't get us late please,,Liam will pick Kane up at 8 .,L,4.666666666666667,4.0,4.666666666666667,4.666666666666667,32,865
dialsummeval,13730138,"| Nathan: i want to buy myself a bike in spring | Aubrey: that's great but where are you gonna keep it? Your apartment is so small | Nathan: i was thinking of hanging it on the wall, there are some special hooks | Aubrey: you can always keep it in the hallway | Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails | Aubrey: i agree... didn't think about that | Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D | Aubrey: really? I am so proud of you!! | Nathan: ye, I do like 25 kilometers everyday | Aubrey: that's a lot! | Nathan: my goal for the summer is 100 kilometers | Aubrey: fingers crossed!",,Nathan wants to buy himself a bike in spring. He also got a stationary bike so he can be in shape during winter. His goal for the summer is to ride 100 kilometers.,K,4.0,4.0,4.666666666666667,4.666666666666667,33,696
dialsummeval,13716336,"| James: hi girls! When are you flying to Japan? | Mary: in a week! unbelievable 🎉 | Patricia: I can't believe either.  | Patricia: I am also increasingly scared | Mary: you're such an alarmist! | James: But scared of what?? | Patricia: the long flight, earth-quakes | Patricia: God, and tsunamis! | James: hahaha, you're really a damn alarmist | James: this is so exaggerated, are you serious? | Patricia: James, I almost never travel, I'm afraid really | James: Listen, nothing will happen. First of all the earthquakes happen rarely, even in Japan and only in certain places | James: it's not like the whole country is shaking all the time | Mary: I'm telling her this all the time, but it's pointless | James: And, most of all, Japanese have amazing architecture because of their experiences with earthquakes. Their cities are super safe | Patricia: What about tsunamis? | James: Are you going to be at the coast even? | Patricia: Mary, are we? | Mary: I doubt. maybe for 2 hours somewhere close to Tokyo | James: So I don't think the next tsunami in Japan will happen exactly at that place and time, relax and enjoy | James: Japan is really an amazing country. | Patricia: Thanks James :)",,"Patricia and Mary are flying to Japan in a week. They are scared of the long flight, earth-quakes and tsunamis. James is not.",K,3.6666666666666665,4.0,4.666666666666667,4.666666666666667,34,318
dialsummeval,13728528,"| Samantha: How are you doing today? | Robyn: better, but I really exaggerated with bier last night | Samantha: was it really only bier? | Robyn: sure, why? | Samantha: I don't know, your eyes, behaviour | Robyn: you want to say I took drugs? | Samantha: I'm only asking, I don't have anything against drugs | Robyn: but I have and I never take them | Samantha: ok, sorry, I didn't intend to offend you | Robyn: I just drank too much, that's eat | Samantha: much too much | Robyn: yes, I lost control a bit | Robyn: I am sorry for that | Samantha: important that you feel better today",,"Robyn is feeling better today, but she exaggerated with bier last night.",G,4.333333333333333,3.6666666666666665,4.666666666666667,4.333333333333333,35,440
dialsummeval,13730138,"| Nathan: i want to buy myself a bike in spring | Aubrey: that's great but where are you gonna keep it? Your apartment is so small | Nathan: i was thinking of hanging it on the wall, there are some special hooks | Aubrey: you can always keep it in the hallway | Nathan: i don't want to, people who do that annoy me, it's hard to walk around with all these bikes striped to the handrails | Aubrey: i agree... didn't think about that | Nathan: yeah, well I also got a stationary bike so I can be in shape during winter :D | Aubrey: really? I am so proud of you!! | Nathan: ye, I do like 25 kilometers everyday | Aubrey: that's a lot! | Nathan: my goal for the summer is 100 kilometers | Aubrey: fingers crossed!",,Nathan has a stationary bike in spring . Aubrey will always keep it in the hallway during the wall . Aubrey and Nathan will be in shape during winter apartment .,D,2.6666666666666665,2.6666666666666665,4.0,3.3333333333333335,36,689
dialsummeval,13681482,| Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable😭 | Tommy: I am in Poland but can ring my wife and she will give you one | Tommy: Do you want me to? | Tommy: 67 glenoaks close | Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile> | Tommy: Put it in gps and start driving | Derek McCarthy: <emoticon_thumbup> | Tommy: She might be at work for next 15 min but will help you for sure | Derek McCarthy: Thanks a lot mate | Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm | Derek McCarthy: Thanks again!! What's your wife's name  again?? | Tommy: Paulina,,Derek wants to borrow an Android cable from Tommy . Tommy is in Poland . He will call his wife Paulina .,H,4.0,4.0,4.666666666666667,4.333333333333333,37,189
dialsummeval,13730939,"| Marty: Hiya, I have a favour to ask... can you pick up Marcel from school? | Christine: Sure, you ok? | Marty: Not really, I think I have sprained my ankle... | Christine: Oh no, have you seen see a doctor? | Marty: I was gonna see how it went today and might go tomorrow... | Christine: Are you sure? I'm happy to take you now if you want? | Marty: Nah, it can wait, that'll leave us in trouble with the kids... | Christine: OK, I'll pick up Marcel then. | Christine: Do you need anything from the shops or something? | Marty: No we are good thanks. we'll have pizza night, Marcel can sort us out... | Christine: I'm on a late shift tomorrow, shall I take Marcel in tomorrow morning? I'll take you to the doctor afterwards if you want? | Marty: That would be awesome, thank you for your help... | Christine: No problem, you'll have to call the school though. | Marty: Good one, will do that now... | Christine: See you around 4. | Marty: Thank you so much!",,Marty has sprained his ankle. Christine will pick up Marcel from school and take him to the doctor. Christine will take him to the doctor tomorrow morning. Christine will call the school. Christine and Marty will see each other around 4.,I,4.0,4.333333333333333,4.666666666666667,4.666666666666667,38,778
dialsummeval,13681516,"| Zoe: <file_video> | Frank: Love you! | Zoe: :-* | Frank: Have a good day, babe :-*",,"Zoe: <file_video> Frank: Love you! Zoe: :-* Frank: Have a good day, babe :-*",C,5.0,5.0,4.0,4.333333333333333,39,198
dialsummeval,13730619,"| Jack: Can you buy butter? | Thomas: Sure | Jack: Thanks. When are you coming home? | Thomas: I'm on my way | Jack: Ok, I'll wait with cooking until you come | Thomas: What are you making? | Jack: A mushroom soup. | Thomas: Tasty!",,"Jack asks Thomas to buy butter , he ' s making a mushroom soup .",H,4.0,4.0,4.666666666666667,4.666666666666667,40,735
dialsummeval,13730521,| Mark: what are we doing tonight? | Daniel: It's supposed to rain so the river bank parties are not an option | Mark: casino? | Daniel: don't you have enough after the last time? | Mark: I will totally get mine this time | Daniel: hahaha ok | Mark: predrinks at your place? | Daniel: my sister is visiting | Mark: Hannah??? | Daniel: yes | Mark: I haven't seen her for like 14 years!! she hot? | Daniel:  dude that's my sister | Mark: all right all right drinks at my place | Daniel: okay!,,"Mark, Daniel and Daniel will go out to a bank tonight at Mark's place at 14 pm. Daniel, Daniel, Hannah and Daniel haven't seen each other people yet.",E,1.6666666666666667,2.0,2.6666666666666665,2.3333333333333335,41,704
dialsummeval,13829636,"| Gloria: <file_photo> | Gloria: I'm too poor for my lifestyle | Amanita: we all are, sweetie | Gloria: it's so frustrating! | Amanita: but I thought your salary is pretty decent | Gloria: yeah but bear in mind that my therapy is expensive | Amanita: maybe you need to cook more | Gloria: I cook | Gloria: I made sushi and tiger prawn korma | Amanita: those are expensive meals | Amanita: pancakes are super cheap | Amanita: soups, too | Gloria: maybe I should plan my meals better | Gloria: thanks for the tip",,"Gloria is looking for a job, but Gloria is too expensive. Gloria won't be better at work. Gloria, Gloria and Gloria are going to cook food.",E,1.0,1.3333333333333333,2.0,1.6666666666666667,42,1236
dialsummeval,13729306,"| Jules: What does it mean? | Jules: <file_gif> | Derek: Sorry, I was never good at memes | Jules: what a shame... | Jules: by the way, do we have class tomorrow? | Derek: surely, it's friday after all | Jules: oops, someone misled me | Derek: that's not nice",,Jules and Derek don't have class tomorrow.,J,1.0,1.3333333333333333,4.333333333333333,4.666666666666667,43,541
dialsummeval,13680571,"| Frank: Son, will you come home this weekend? | Son: not sure yet. Something happened? | Frank: Of course not. Your mother miss you. | Son: I miss her too. | Frank: So will you com? | Son: I will try. | Frank: Good, I will tell your mother that you will come | Son: oh, dad.. ok I will come.",,Frank wants to come home this weekend but he has a mother. He will try to try to ask his mother if he'll try out.,E,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,44,88
dialsummeval,13815437,"| Caroline: I think his mother doesn't like me...;-( :-(  | Kate: how come?? | Caroline: I just see it in her eyes... | Kate: any example? | Caroline: I just feel it...  | Caroline: hard to give any example. | Caroline: I'm his first gf and she's jelous... | Kate: what??? u r his first gf?? | Kate: how old is he??? o_O ??? | Caroline: 26 but he's a nerd. | Caroline: he used to spend all the time at home.. | Kate: so he lives at home with mummy?? LOL | Caroline: yeah.. mummy and gramma | Kate: fuck, really?? | Kate: and u think he's normal? | Caroline: he's an introvert... | Caroline: it's a big house.. | Kate: but has he ever lived somewhere else? | Kate: u know shared flat, erasmus? | Caroline: nope... | Kate: he's really weird.. | Caroline: he's just a nerd, but v.intelligent! | Caroline: w8 , he's writing sth, will text u l8er. | Kate: ok",,Caroline: I think his mother doesn't like me...;-( :-(  Kate: how come?? Caroline: I just see it in her eyes... Kate: any example? Caroline: I just feel it...  Caroline: hard to give any example.,C,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.333333333333333,45,940
dialsummeval,13828110,"| Rita: I need some info on you client. | Helen: Which one? | Rita: Salvage Industries. | Helen: Yeah? What do you need? | Rita: What's their major business. | Helen: They are into waste disposal. | Rita: I thought so. | Rita: You think they are legit. | Helen: What do you mean?! | Helen: Of course, they are legit. | Rita: Got a favor to ask. Can you double check if they have no PR problems? | Helen: I don't think so. But I'll check it for you. | Rita: You are a dear, Helen. | Helen: I sure am:)",,"Rita is looking for info on Helen's client, Salvage Industries. They are into waste disposal. Helen will check if they have no PR problems.",G,4.333333333333333,4.666666666666667,4.666666666666667,3.6666666666666665,46,1098
