dataset,sample_id,source,reference,summary,system_id,human_scores_consistency,human_scores_relevance,human_scores_fluency,human_scores_coherence,baseline_scores_rouge_1_f,baseline_scores_rouge_2_f,baseline_scores_rouge_l_f,baseline_scores_rouge_we_1_f,baseline_scores_rouge_we_2_f,baseline_scores_rouge_we_3_f,baseline_scores_bert_score_f1,baseline_scores_bleu,baseline_scores_meteor,baseline_scores_chrf,baseline_scores_mover_score,baseline_scores_cider,baseline_scores_s3_pyr,baseline_scores_s3_resp,baseline_scores_sms,sample_index,original_index
summeval,dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,"Sick of awkward father-daughter portraits? Well one photographer has found an effective - if a little odd - way of making them more interesting. Japanese photographer Yûki Aoyama's latest series of images capture po-faced teenagers pictured next to their fathers leaping into the air. In each picture the daughter looks directly into the camera smiling while her father pulls a dramatic pose. A series of images by photographer Yûki Aoyama sees fathers leaping into the air next to their daughters The images are from the 37-year-old's latest book which roughly translates into Daughter and Salary Man. According to the  photographer's website the images allow the father who usually has to act serious to express his fun side by being 'a hero jumping the sky, enfold(ing) strong excitement and hope.' Salary man may refer to the choice of clothing in the shoot which sees each dad in a sharply dressed suit. The images see the fathers pull energetic poses despite their age with some of the expressions of the older fathers looking slightly pained. Very little else is known about the pictures or why they have come into existence but they are already drumming up plenty of interest online for their curious nature. The 37-year-old's images are said to be part of a book which roughly translates as Daughter and Salaryman Each image sees the daughter stood po-faced as their father makes an energetic leap Some of the older fathers adopt a pained expression as they make their jump Each photograph sees the daughter wearing casual clothing with her father in a sharp suit The pictures see the families pose in front of various Japanese landmarks Very little is known about the set of photos but they are already drumming up plenty of interest online Some of the jumps are more subtle than others with this father opting for a classic jump This young girl can't help but giggle at her dad's ambitious leap This dapper dad adds a peace gesture into his final pose This father can't help but jump for joy in his portrait",A series of photos sees Japanese dads jumping next to their daughters. They are part of a new book by Japanese photographer Yûki Aoyama. The book's title roughly translates as Daughter and Salary Man.,Japanese photographer Y ? ki Aoyama's latest series of images capture po-faced teenagers next to their fathers leaping into the air . In each picture the daughter looks directly into the camera smiling while her father pulls a dramatic pose . The 37-year-old's images are said to be part of a book which roughly translates as Daughter and Salary Man . ,M23_dynamicmix,5.0,4.333333333333333,4.666666666666667,3.6666666666666665,0.35932,0.12621,0.30228,0.3820439350525311,0.1795121951219512,0.1535393818544367,0.49786481261253357,0.7567143835953722,0.25485812503053945,0.5462071174248846,0.26737769754778984,0.07074841471847755,0.4864022016602406,0.5453493803625205,0.08352986070084799,26,407
summeval,dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,"Former Holland forward and assistant coach Patrick Kluivert has made a winning start in World Cup qualifying as coach of Curacao. The Caribbean island team advanced to the second qualifying round in CONCACAF for the 2018 tournament late Tuesday. Curacao drew 2-2 in a second-leg match at Montserrat to win 4-3 on aggregate. Kluivert's team won 2-1 on Saturday in Willemstad. Patrick Kluivert has helped Curacao progress to the next stage of 2018 World Cup qualification Former Holland assistant Kluivert (far right) worked with Louis van Gaal (centre) at the 2014 World Cup The first-round encounter was headed to extra time on Tuesday until former Holland Under 21 international Charlton Vicento scored in the 87th minute, five minutes after coming on as a substitute. Curacao face Cuba in the next round, on June 8 and 16. Kluivert, whose mother is from Curacao, was a World Cup losing semi-finalist in 1998 as a player, and last year as assistant to coach Louis van Gaal.",Curacao have advanced to the second qualifying round for 2018 World Cup. Patrick Kluivert's side won 4-3 on aggregate to set up match against Cuba. Curacao will face Cuba in next round on June 8 and 16.,"curacao drew 2-2 in a second-leg match at montserrat to win 4-3 on aggregate . patrick kluivert has helped curacao progress to the next stage . kluivert 's mother is from curacao , was a world cup losing semi-finalist in 1998 .",M15,4.666666666666667,3.0,4.666666666666667,2.0,0.34389,0.116,0.31674,0.34841628959276016,0.18793503480278423,0.2285714285714286,0.5222293734550476,23.594670343365504,0.23126491992471065,0.4095859748872513,0.26289063287543013,0.5093373613924113,0.3148275241654228,0.44082089220288523,0.11271295434124526,27,1466
summeval,dm-test-26e4e19d945cedcb489f28808c730658139c9415,"MLS side Orlando City are the latest club to have expressed interest in Manchester United misfit Javier Hernandez. The Mexico international would be a huge commercial draw for the Florida-based franchise who are coached by former Everton and Manchester City striker Adrian Heath. Orlando have a huge Latin-American fanbase and made enquiries last week about the prospect of a deal. Javier Hernandez is linked with a move to Orlando City after enduring a tough time on loan at Real Madrid Orlando have a big Latin-American fanbase and Kaka is the captain of the MLS side Hernandez would be a popular arrival with Orlando supporters but eight European sides are also interested Hernandez has cut a frustrated figure during his loan spell at Real Madrid this season but still has plenty of interest from other Premier League and European sides. Southampton, Stoke, West Ham and Everton are all interested with United willing to sell for around £8million. Wolfsburg, AC Milan, Lazio and Inter Milan are also keen on the 26-year-old who has one year left on contract. United, meanwhile, have made a revised contract offer to teenage prospect Andreas Pereira. Manchester United have made a revised contract offer to 19-year-old Andreas Pereira (right) Periera (left) has a host of clubs across Europe interested in signing him if he does not agree terms at United Paris St Germain, Juventus, PSV Eindhoven and Feyenoord have all made contact with the midfielder's father Marcos after the 19-year-old rejected United's opening offer. Pereira was on the bench against Aston Villa on Saturday.",MLS team Orlando City the latest team to be linked with Javier Hernandez. The Manchester United striker has not impressed on loan at Real Madrid. United have made Andreas Pereira an improved contract offer.,mls side orlando city are the latest club to have expressed interest in manchester united misfit javier hernandez . the mexico international would be a huge commercial draw for the florida-based franchise who are coached by former everton and manchester city striker adrian heath . orlando have a huge latin-american fanbase and made enquiries last week about the prospect of a deal . hernandez has cut a frustrated figure during his loan spell at real madrid .,M15,5.0,3.3333333333333335,5.0,3.0,0.29141,0.07332,0.26687,0.2914110429447853,0.1591263650546022,0.13333333333333333,0.44246575236320496,17.49979168961811,0.24098037179068024,0.39175034886195725,0.25755256877402355,0.04392245814279881,0.31552192225280384,0.4213562191194081,0.16362521673718503,28,1330
summeval,dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,"Everton manager Roberto Martinez was forced to defend another penalty fiasco at the club after Ross Barkley missed from the spot in their 1-0 win against Burnley at Goodison Park. The untried Barkley inexplicably took the 10th minute kick – awarded for a foul by David Jones on Aaron Lennon – rather than Leighton Baines, who has scored 15 penalties from 16 attempts in the Premier League. Although there was no dispute between the team-mates this time, it brought back memories of Everton's match against West Brom in January when Kevin Mirallas grabbed the ball from Baines to take a penalty - and missed. Ross Barkley steps up to take a 10th minute penalty despite the presence of Leighton Baines on the pitch Barkley's effort is saved by Burnley goalkeeper Tom Heaton at Goodison Park Martinez insisted Barkley was within his rights to request penalty-taking duties on Saturday. 'If Romelu Lukaku had been on the pitch, he would have taken it. Otherwise, I am happy to have three or four players who can take penalties and let it depend on how they feel at that moment,' argued the Everton manager. Baines (left) has scored 15 penalties from 16 attempts in the Premier League 'Ross showed incredible responsibility to take it. I love seeing players take control of the big moments and Leighton was happy to given him that responsibility.' Barkley's penalty was well-struck but wasn't put in the corner and Burnley goalkeeper Tom Heaton dived to his right to save. Fortunately for the young England player, it didn't prove costly as Mirallas went on to score the only goal of the game after 29 minutes. Everton boss Roberto Martinez issues instructions to his players during a break in play against Burnley",Everton defeated Burnley 1-0 at Goodison Park on Saturday. Kevin Mirallas scored the only goal of the game in the 29th minute. Ross Barkley had earlier missed a 10th-minute penalty. Leighton Baines has scored 15 penalties from 16 attempts this season.,"Everton's Ross Barkley missed a penalty in the Premier League, but his replacement Leighton Baines had no problem taking the shot. Photo: PA",M20,2.6666666666666665,2.6666666666666665,5.0,4.666666666666667,0.23967,0.07102,0.19559,0.24275862068965515,0.11379800853485064,0.05286343612334802,0.36617806553840637,10.918913749473207,0.1469047479142304,0.3456430265106635,0.26671471719193396,0.10992097230092471,0.099099133843088,0.3121200804804525,0.08834477795977293,29,1436
summeval,dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,"Liverpool vice-captain Jordan Henderson thinks his side could catch Manchester City in the Barclays Premier League having fought through a tough and long season at Anfield. Henderson and Liverpool goalkeeper Simon Mignolet both played their 47th game of season in the 2-0 win over Newcastle United on Monday night, equalling the record for appearances by any player in the top five European leagues so far this campaign. But the England midfielder believes that after finding winning form again following poor results against Manchester United and Arsenal, Liverpool can pile the pressure on to City who sit four points above them in the race for the Champions League. Liverpool vice-captain Jordan Henderson thinks his side could catch Manchester City in the  Premier League Henderson played his 47th game of season in the 2-0 win over Newcastle United on Monday night Manchester City have been faltering and lost 4-2 at Manchester United, Liverpool are four points behind 'We knew it was an important game for us,' Henderson said 'Obviously the last couple of weeks in the Premier League have been disappointing both with performances and results. We knew today we needed to put that right and I think we did that with a great result for us. 'We've got ground to make up but we'll just keep going, keep winning in games and putting in performances. Come the end of the season, you never know.' Raheem Sterling pulled off some fine skill to open the scoring in the ninth minute at Anfield before Joe Allen capitalised on a defensive mistake to score his first Anfield goal with 20 minutes to go. Raheem Sterling pulled off some fine skill to open the scoring in the ninth minute at Anfield on Monday night Joe Allen capitalised on a defensive mistake to score his first Anfield goal to make it 2-0 with 20 minutes to go 'It was great to get that goal to give us that two-goal cushion,' Allen said. 'It wasn't my best game but I got the goal and helped the team. It was important after the defeats.' Newcastle had what looked a strong shout for a penalty when Dejan Lovren appeared to foul Ayoze Perez in the area, and Allen admitted he thought it was a spot-kick. 'I did get a good view of it as I'd missed the ball in the build-up,' he said. 'It look a good shout for a penalty, but I didn't get one the other night. These things happen.' Liverpool's players congratulate Allen on his goal that secured another vital win in the Premier League battle",Liverpool beat Newcastle United 2-0 at Anfield on Monday night. The win moved them to within four points of fourth-place Manchester City. Jordan Henderson has played a Europe-wide record 47 games this season. But he hopes Liverpool have staying power to put pressure on City.,liverpool beat newcastle united 2-0 at anfield on monday night . vice-captain jordan henderson played his 47th game of the season . henderson believes his side can catch manchester city in the premier league .,M23,5.0,5.0,5.0,5.0,0.41413,0.20776,0.39708,0.4214372716199757,0.2503128911138924,0.25482625482625487,0.553286612033844,71.51974352958634,0.33305636356281537,0.4349490664145574,0.4293863498728635,0.8402961367429679,0.4557987858824273,0.566204594835825,0.14294292169411008,30,859
summeval,dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,"Radamel Falcao's former Monaco team-mate Nabil Dirar believes the Colombian must be regretting his failed loan move to Manchester United even though he was not happy in France. The former Atletico Madrid striker moved to Old Trafford on a season-long loan  last summer but has struggled to hit the heights he achieved before suffering a serious knee injury. United will have to pay £46million to make Falcao's transfer permanent but having only scored four goals all season Louis van Gaal's side are unlikely to take up that option. Radamel Falcao has struggled for Manchester United during his season-long loan Falcao has struggled to reach the heights he achieved before suffering a serious knee injury And Dirar has revealed that Falcao was not happy in France but thinks he would have been better off staying at Monaco. 'I think Falcao must be biting his fingers [ruing the fact] he's gone,' he told Le Parisien. 'Here, he would have played and participated in the Champions League. But he may need more atmosphere. 'In Monaco, he was not feeling well.'",Radamel Falcao joined Manchester United on on loan last summer. Striker has only managed four goals in a disappointing season. Nabil Dirar said he would have been better off saying at Monaco.,radamel falcao joined manchester united on a season-long loan last summer . the colombian has struggled to hit the heights he achieved at old trafford . united will have to pay £46million to make falcao's transfer permanent .,M23,5.0,4.666666666666667,5.0,3.6666666666666665,0.29638,0.08121,0.2647,0.29806598407281,0.15169194865810967,0.1029940119760479,0.45570769906044006,29.512829627446507,0.214580760277715,0.37061116520582577,0.2681161294701172,0.29867057701061595,0.2175463395033549,0.3773488068313664,0.13063851001529592,31,451
summeval,dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,"There would have been no mercy in the dressing room. Nothing is sacred in the team. When Ben Stokes first turned up at the Kensington Oval this week someone would have said: ‘Mind that locker, Stokesey.’ It was here, of course, that Stokes broke his wrist punching a locker after being dismissed last year and that will be a reminder to him of the need to channel his aggression in the right way now he is back in the England team. Ben Stokes has forged a reputation as a fiery character in the England cricket team Stokes (left) clashed with Marlon Samuels during the second Test between West Indies and England But Stokes (right) responded positively to the row after talking to England coach Peter Moores Only a slight niggle in his back might stop Stokes playing here in Barbados and I am glad he has fought his way back after what has been a year of ups and downs. I like Stokes and I like his character at a time when the game can be perceived as producing robots and players who cannot capture the imagination. He has something about him, as he showed when he was in Mitchell Johnson’s face during the Ashes series. He was not worried about the bombardment he would get in return. But I do believe he will need careful man-managing. Peter Moores, England’s coach, dragged him to one side after his clash with Marlon Samuels in the second Test and had a long chat with him and if it was to talk about how he should respond then the advice he gave was clearly right. The way he approached the Jamaican after that third-day salute was spot on. England must make sure they do not quash that natural exuberance and desire to take someone on. It will not always come off but we have to accept that there will be lows as well as highs with this lad. What Stokes must not do is try to live up to his reputation and become pigeon-holed. He can be feisty and fiery as long as it’s natural but his aggression has to be controlled. You want the character as long as the end product is runs and wickets. Stokes (second left) can use his aggression to bring runs and wickets to the England team Stokes (left) congratulates England captain Alastair Cook after the side won the second Test England want to have Stokes in the team as much as possible to help him hit his full potential Let him go a bit but rein him in occasionally. There is an argument here to play the second spinner in Adil Rashid and if England went down that route in Bridgetown the place of Stokes or Chris Jordan would come into question but they clearly want both to play as much as possible. This summer there will rarely be the need for two spinners so England want these two exciting cricketers to grow into the international game. They can only get better and that’s an exciting prospect.","Ben Stokes returns to the ground where he broke his wrist hitting a locker. He clashed with West Indies batsman Marlon Samuel in the second Test. But his aggression, when controlled, is important to England.",ben stokes has forged a reputation as a fiery character in the england cricket team . stokes clashed with marlon samuels during the second test between west indies and england . but stokes responded positively to the row after talking to england coach peter moores .,M13,5.0,4.0,5.0,4.333333333333333,0.36424,0.11764,0.29139,0.36644591611479027,0.1832579185520362,0.1902552204176334,0.4898466169834137,25.534695899694817,0.2453033146113192,0.38758494783609143,0.3931340693905835,0.24649934652923952,0.336767344620966,0.45594929145580587,0.16878688105761433,32,919
summeval,dm-test-801763443e6c73e3857039f2223798b2b58bef19,"Gregory van der Wiel has denied claims that he is set to leave Paris Saint-Germain in the summer and instead reiterated his 'love' for the club. The Dutchman recently had a falling out with his boss Laurent Blanc after the decision to drop the full back for the Champions League clash against Chelsea. But Van der Wiel insists he's happy in Paris and is making no plans to leave the Ligue 1 side. Gregory van der Wiel (right) says he's not interested in leaving Paris Saint-Germain in the summer The full back had a recent spat with the manager Laurent Blanc (right) after he was dropped He told L'Equipe: 'I am genuinely happy at PSG. 'I love the club, I love the city and I love my team-mates. Everything is perfect for me here. 'There is absolutely no reason for me to leave. I want to sign a new contract. 'If the coach decides not to play me, that is his decision. But I am ready whenever I am called upon.' The Parisians continue to be linked with Barcelona star Dani Alves, so it remains to be seen whether Van der Wiel has any choice in staying with the club. Dani Alves (left) is being linked with a move to the French champions and Van der Wiel could be sold",Gregory van der Wiel doesn't want to leave PSG in the summer window. The Dutchman revealed his 'love' for the club and his team-mates. PSG continue to be linked with a move for Barcelona full back Dani Alves.,Gregory van der Wiel says he's not interested in leaving Paris Saint-Germain . The full back had a recent spat with manager Laurent Blanc . Van der Wiel wants to sign a new contract at the French champions . ,M23_dynamicmix,4.666666666666667,4.333333333333333,5.0,3.6666666666666665,0.35308,0.16894,0.30472,0.3781818181818182,0.22914072229140722,0.23559539052496797,0.6319171786308289,1.1216940038341034,0.358758477103137,0.5783382223099703,0.4446210824735979,0.8304247425108501,0.4167513121489348,0.5319497180524544,0.13167269513127483,33,1206
summeval,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,"The glowing blue letters that once lit the Bronx from above Yankee Stadium failed to find a buyer at an auction at Sotheby's on Wednesday. While the 13 letters were expected to bring in anywhere from $300,000 to $600,000, the only person who raised a paddle - for $260,000 - was a Sotheby's employee trying to jump start the bidding. The current owner of the signage is Yankee Hall of Famer Reggie Jackson, who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008. No love: 13 letters that hung over Yankee Stadium were estimated to bring in anywhere from $300,000 to $600,000, but received no bids at a Sotheby's auction Wednesday The 68-year-old Yankee said he wanted 'a new generation to own and enjoy this icon of the Yankees and of New York City.' The letters had beamed from atop Yankee Stadium near Grand Concourse in the Bronx since 1976, the year before Jackson joined the team. ESPN reports Jackson, who attended the auction, bought the letters 'on a lark.' Jackson joked that once he saw the size of the letters, some of which are also 10-feet-wide, he realized he might have gotten ahead of himself. He promised before the auction that if the letters were bought by a bidder in the United States, he would fly out to see the signage himself at the winner's home. Yankee Stadium: The letters at the stadium, which was built in 1923, were installed in 1976 and taken down in 2008 In addition to the letters, Sotheby's was auctioning off a New York Mets bullpen car from the late 60s. Despite the Mets memorabilia being estimated at only $20,000 to $30,000, it raked in a winning bid of $112,500 at auction.","The Yankee Stadium signage was bought by Hall of Famer Reggie Jackson when the stadium was shuttered in 2008 for an undisclosed sum. Before the auction, Jackson had promised to fly out himself to see the letters at the winner's home.","The Yankees' iconic stadium in New York City was sold at a Sotheby's auction Wednesday. The letters that were once lit from atop Yankee Stadium were expected to bring in anywhere from $300,000 to $600,000.",M20,1.6666666666666667,4.333333333333333,5.0,4.0,0.39191,0.11996,0.32588,0.39829605963791265,0.1984732824427481,0.1899441340782123,0.5189715027809143,27.24702666245291,0.1918794625367056,0.4080813294776352,0.2955413484565652,0.40980183584842833,0.3125571074011282,0.4375027836240254,0.1519251811882462,34,569
summeval,dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,"A young accountant fell down a 70ft cliff to his death when he ran from a taxi to avoid paying the fare. Graduate Jacob Phillips, 23, plunged down the cliff when he leapt over a fence in the dark. Mr Phillips had caught the cab home after a night out with friends in December – but didn’t have enough cash to pay for it. An inquest heard he ran from the driver, who gave chase at the seaside town of Penarth, South Wales. Cabbie Dave Sidaway told the inquest: ‘I stopped because I couldn’t see where I was going. I had no idea how much danger he was in.’ Jacob Phillips, 23, was found dead at the end of the disused Northern Promenade, a rocky area at the base of the cliff The university graduate had been out drinking in Cardiff before catching a taxi with friends Padraig Crowley and Rory Robinson. Cardiff Coroner’s Court heard how the trio got out of the taxi to ‘use an ATM’ before making a run for it. ‘The plan was to go to Penarth but we did not have enough money for the taxi – I ran off in one direction, Jacob went in another direction,’ Mr Robinson told the inquest. ‘Running away from the taxi was a stupid thing to do.’ Mr Phillips, of Reading, Berks, was discovered the next day on the rocky beach by a dog walker. Paramedics arrived at the scene after his body was discovered in the morning by a dog walker A long way down: Mr Phillips fell down this cliff after a night out.  Tthe taxi driver said he would not have left him if he knew where they were Recording a verdict of accidental death, coroner Andrew Barkley said: ‘It is likely that he became disorientated and there is no evidence that he knew where he was at the time. ‘There is no way he could have known the danger that lay in front of him. The following day with the benefit of light it was clear the danger he faced by the sheer drop off the cliff just yards beyond the fence.’ Mr Phillips worked for Pretty Green, the clothing label run by Oasis star Liam Gallagher. He had grown up in Barry, South Wales, before studying accountancy at the University of Birmingham. The inquest heard that he had returned to Wales for Christmas and had been staying with his mother in the upmarket Cowbridge area. Mr Phillips had planned to stay at a friend’s house but he and his friends didn’t have enough money to complete the journey, so decided to trick the driver by ‘dodging’ the fare. Mr Phillips ran off into the ‘pitch black’ and fell down a cliff at the end of the disused Northern Promenade – also called The Dardanelles. Police search the scene at the bottom of the cliff where his body was discovered","Jacob Phillips plunged down cliff after leaping over a fence in the dark. Got out of the taxi to 'use an ATM' before running away, inquest heard.",Jacob Phillips fell down a 70ft cliff to his death in Cardiff.,M20,5.0,3.3333333333333335,5.0,5.0,0.25373,0.08172,0.22761,0.2593984962406015,0.10588235294117648,0.0860655737704918,0.4501757323741913,13.21052697423741,0.16458469169132595,0.29222869644036037,0.1863634753748843,0.006677226658962625,0.09671298135923967,0.31807221682598186,0.05794042019144631,35,1657
summeval,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team's 0-0 draw with Burnley on Sunday. 'Just been watching the game, did you miss the coach? #RubberDub #7minutes,' Merson put on Twitter. Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in (the England team) then it opens it up to anybody.' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake. 'It's not as though I was watching hoping he wouldn't score for England, I'm genuinely pleased for him and fair play to him – it was a great goal,' Merson said. 'It's just a matter of opinion, and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson, so he shouldn't have been in the squad. 'When I'm wrong, I hold my hands up. I don't have a problem with doing that - I'll always be the first to admit when I'm wrong.' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit  Merson (centre) criticised Townsend's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday, saying 'Not bad for a player that should be 'nowhere near the squad' ay @PaulMerse?' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor.",Andros Townsend an 83rd minute sub in Tottenham's draw with Burnley. He was unable to find a winner as the game ended without a goal. Townsend had clashed with Paul Merson last week over England call-up.,paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley . townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley . paul merson had another dig at andros townsend after scoring for england against italy .,M8,3.0,2.3333333333333335,4.666666666666667,1.6666666666666667,0.29468,0.08534,0.26853,0.2946817785527463,0.1671111111111111,0.1686310063463282,0.4189983904361725,20.470790690663236,0.2204276652764215,0.3698212512344353,0.2258964829200617,0.007830033157087312,0.3141461110135023,0.4297917069517647,0.10620785018482702,36,13
summeval,dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,"Space lasers are best known for blowing people - and planets - up in science fiction, and even the odd Bond movie. But one Scottish scientist is hoping they could, in fact, be the answer to heating our homes in the future. However, he hasn't ruled out the chance of someone could potentially use them for weapons. Space lasers: Dr Adrian Quarterman has suggested space lasers could be used to power homes in the future - but says the beams will be nowhere near as powerful as imagined in films like Star Wars (pictured) Dr Adrian Quarterman, of Dundee University, is working on a laser which will convert sun beams into energy, The Times reported. The satellites will orbit the earth, covered in mirrors to help it harvest the sunlight and convert it into laser light. The energy it then creates, using semi-conductors, can be shot back down to earth. If it works, it could mean solar power could even become viable in Scotland, or be able to restore power instantly to disaster hit areas. The physicist told The Times: 'What this will do is be able to fire at solar panels to boost the energy they are receiving.' Initial trials in Scotland were successful, but Dr Quarterman is now hoping to move the trials to Portugal. Similar?: Tokyo rresearchers have proposed a laser system to attach to the ISS which would be used to shoot down pieces of debris in Earth orbit (artist's illustration shown) Unlike the lasers in the movies, however, they will not be powerful enough to blind a pigeon, let alone blow up a planet. And it is quite different from ideas unveiled in a paper earlier this week, which could see the International Space Station fitted with lasers to clear up 'space junk'. The system, suggested by researchers at the Riken research institute in Tokyo, would use a telescope already mounted on the station to find and target pieces of debris up to 62 miles (100km) away. Powerful pulses from the laser would then push space junk into Earth’s atmosphere, where it would burn up. But this laser would also not be powerful enough to be turned into a weapon: the pieces it targets will be less than a centimetre in size. However, Dr Quarterman has acknowledged you 'might possibly have to worry a bit about who is in control' of his satellites.",Dr Adrian Quarterman has suggested mirrored satellites to collect sunlight. The beams can then be converted into laser light and sent down to earth. The physicist  believes it could even make solar power feasible in Scotland. But he admits you might need to worry about who is in control of them.,"dundee university's dr adrian quarterman has suggested space lasers could be used to power homes in the future . the satellites will orbit the earth, covered in mirrors to help it harvest the sunlight and convert it into laser light . the energy it then creates, using semi-conductors, can be shot back down to earth . initial trials in scotland were successful, but dr quarterman is now hoping to move the trials to portugal .",M17,5.0,4.666666666666667,5.0,5.0,0.30387,0.09779,0.27442,0.3214285714285714,0.1627172195892575,0.18006430868167203,0.4495367109775543,30.602117194649303,0.22574155388643097,0.43330327927927725,0.23259926801205744,0.004785141923702806,0.3436266721466439,0.4534982576204599,0.09139952988032725,37,1554
summeval,dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,"A young accountant fell down a 70ft cliff to his death when he ran from a taxi to avoid paying the fare. Graduate Jacob Phillips, 23, plunged down the cliff when he leapt over a fence in the dark. Mr Phillips had caught the cab home after a night out with friends in December – but didn’t have enough cash to pay for it. An inquest heard he ran from the driver, who gave chase at the seaside town of Penarth, South Wales. Cabbie Dave Sidaway told the inquest: ‘I stopped because I couldn’t see where I was going. I had no idea how much danger he was in.’ Jacob Phillips, 23, was found dead at the end of the disused Northern Promenade, a rocky area at the base of the cliff The university graduate had been out drinking in Cardiff before catching a taxi with friends Padraig Crowley and Rory Robinson. Cardiff Coroner’s Court heard how the trio got out of the taxi to ‘use an ATM’ before making a run for it. ‘The plan was to go to Penarth but we did not have enough money for the taxi – I ran off in one direction, Jacob went in another direction,’ Mr Robinson told the inquest. ‘Running away from the taxi was a stupid thing to do.’ Mr Phillips, of Reading, Berks, was discovered the next day on the rocky beach by a dog walker. Paramedics arrived at the scene after his body was discovered in the morning by a dog walker A long way down: Mr Phillips fell down this cliff after a night out.  Tthe taxi driver said he would not have left him if he knew where they were Recording a verdict of accidental death, coroner Andrew Barkley said: ‘It is likely that he became disorientated and there is no evidence that he knew where he was at the time. ‘There is no way he could have known the danger that lay in front of him. The following day with the benefit of light it was clear the danger he faced by the sheer drop off the cliff just yards beyond the fence.’ Mr Phillips worked for Pretty Green, the clothing label run by Oasis star Liam Gallagher. He had grown up in Barry, South Wales, before studying accountancy at the University of Birmingham. The inquest heard that he had returned to Wales for Christmas and had been staying with his mother in the upmarket Cowbridge area. Mr Phillips had planned to stay at a friend’s house but he and his friends didn’t have enough money to complete the journey, so decided to trick the driver by ‘dodging’ the fare. Mr Phillips ran off into the ‘pitch black’ and fell down a cliff at the end of the disused Northern Promenade – also called The Dardanelles. Police search the scene at the bottom of the cliff where his body was discovered","Jacob Phillips plunged down cliff after leaping over a fence in the dark. Got out of the taxi to 'use an ATM' before running away, inquest heard.","jacob phillips , 23 , plunged down the cliff when he leapt over a fence in the dark . graduate jacob phillips , 23 , was found dead at the end of the disused northern promenade , a rocky area at the base of the cliff . cabbie dave sidaway told the inquest : ` i had no idea how much danger he was in ' .",M13,5.0,3.3333333333333335,5.0,2.6666666666666665,0.24902,0.05211,0.22549,0.25000000000000006,0.10060362173038229,0.11934156378600823,0.36185967922210693,21.163065413849587,0.23583954270145183,0.3984919377262671,0.10978260286340957,0.020753314841056095,0.17884315480518764,0.34965811954225257,0.12741584671053335,38,1650
